rank,hand,label,notation,combos,equity_pct,hi_equity_pct,lo_equity_pct,hi_win_pct,hi_tie_pct,lo_win_pct,lo_tie_pct,hi_numerator,lo_numerator,denominator,hi_win_count,hi_tie_count,lo_win_count,lo_tie_count,deals,rank_low,rank_high
14120,TdTc9h6h,TT96 (ss),TT(96),12,45.009215,45.009215,0,55.948285,0.847558,0,0,4565348164464,0,10143140958720,1418728362936,21492256104,0,0,2535785239680,14120,14120
14121,Tc6d3h2s,T632 (r),T632,24,45.006498,24.562792,20.443706,35.037183,1.231496,39.58107,2.612684,4982877130920,4147267834176,20286281917440,1776935413944,62456170440,2007381852480,132504129216,5071570479360,14121,14121
14122,Kc8d3h2s,K832 (r),K832,24,45.003741,26.572682,18.431059,36.286531,1.27866,35.521562,2.681113,5390609157048,3738976593216,20286281917440,1840296973320,64848155136,1801501036608,135974520000,5071570479360,14122,14122
14123,QcTd7h2s,QT72 (r),QT72,24,45.0032,33.595262,11.407937,41.755713,1.760723,21.930897,1.769955,6815229653280,2314246351872,20286281917440,2117670422712,89296331664,1112240910336,89764531200,5071570479360,14123,14123
14124,Qc7d3h3c,Q733 (ss),(Q3)73,24,45.001811,33.011549,11.990261,43.256154,0.487935,23.360698,1.23965,6696815920872,2432378245632,20286281917440,2193766322712,24745975920,1184754272256,62869701120,5071570479360,14124,14124
14125,Kc9c8c2d,K982 (3s),(K98)2,12,45.000246,35.725168,9.275078,45.825678,1.617938,17.856212,1.38789,3623654141028,940784279808,10143140958720,1162040768652,41027438796,452795182080,35193915648,2535785239680,14125,14125
14126,Kc9d8c2c,K982 (3s),(K82)9,12,44.999068,35.72399,9.275078,45.697022,1.619823,17.856212,1.38789,3623534621976,940784279808,10143140958720,1158778331976,41075231208,452795182080,35193915648,2535785239680,14126,14126
14127,Kc9d8h7s,K987 (r),K987,24,44.997691,37.579969,7.417721,48.000366,2.064627,14.15553,1.359826,7623578550120,1504779849216,20286281917440,2434372409736,104709008856,717907668480,68964512256,5071570479360,14127,14127
14128,KcQcJd2d,KQJ2 (ds),(KQ)(J2),12,44.996701,44.996701,0,53.743966,1.762935,0,0,4564078784016,0,10143140958720,1362831552996,44704242372,0,0,2535785239680,14128,14128
14129,7c4d3s3h,7433 (r),7433,12,44.994576,26.532517,18.46206,38.198411,0.688918,36.035883,1.776473,2691230581596,1872632728320,10143140958720,968629673196,17469491280,913792596672,45047534976,2535785239680,14129,14129
14130,Jc9d8h3d,J983 (ss),J(93)8,24,44.993711,36.023872,8.969839,45.99446,1.676916,17.245732,1.38789,7307904196488,1819646777856,20286281917440,2332641472560,85045990896,874629473280,70387831296,5071570479360,14130,14130
14131,Tc9d8c5h,T985 (ss),(T8)95,24,44.993643,36.659381,8.334262,47.310399,1.775002,15.975514,1.386019,7436825409456,1690711881216,20286281917440,2399380226280,90020486016,810209468928,70292943360,5071570479360,14131,14131
14132,9c6d2h2c,9622 (ss),(92)62,24,44.991838,31.283556,13.708283,41.78696,0.654864,26.7096,1.41393,6346270329936,2780900860416,20286281917440,2119255107120,33211898736,1354596203520,71708453376,5071570479360,14132,14132
14133,QcJc9d7d,QJ97 (ds),(QJ)(97),12,44.990911,44.990911,0,54.776167,1.885916,0,0,4563491562768,0,10143140958720,1389005955888,47822774268,0,0,2535785239680,14133,14133
14134,9c8d6h3s,9863 (r),9863,24,44.99024,29.240436,15.749804,40.789623,1.778339,30.327845,2.343527,5931797295840,3195049685184,20286281917440,2068674474864,90189740064,1538098023744,118853637696,5071570479360,14134,14134
14135,Qc9d8c3c,Q983 (3s),(Q83)9,12,44.989416,36.019577,8.969839,45.875155,1.667816,17.245732,1.38789,3653516448120,909823388928,10143140958720,1163295411048,42292230996,437314736640,35193915648,2535785239680,14135,14135
14136,8c7d5h3s,8753 (r),8753,24,44.989278,26.535133,18.454144,39.83545,1.71946,35.663438,2.489701,5382991915704,3743659758144,20286281917440,2020282908480,87203622480,1808696406912,126266944320,5071570479360,14136,14136
14137,KcJdTd3c,KJT3 (ds),(K3)(JT),12,44.987836,44.987836,0,54.08365,1.798442,0,0,4563179583096,0,10143140958720,1371445211508,45604620084,0,0,2535785239680,14137,14137
14138,Jc9d8h3h,J983 (ss),J9(83),24,44.985142,36.015303,8.969839,45.89294,1.680158,17.245732,1.38789,7306165952448,1819646777856,20286281917440,2327492777520,85210406136,874629473280,70387831296,5071570479360,14138,14138
14139,8c3c2d2c,8322 (3s),(832)2,12,44.984776,26.388767,18.596009,37.007935,0.391921,36.250797,1.882442,2676649864020,1886219387904,10143140958720,938441763924,9938264904,919242352896,47734682112,2535785239680,14139,14139
14140,Tc9c8d7c,T987 (3s),(T97)8,12,44.981633,37.563912,7.417721,48.341737,1.920776,14.15553,1.359826,3810160496124,752389924608,10143140958720,1225842620184,48706744344,358953834240,34482256128,2535785239680,14140,14140
14141,Qc9d7h5s,Q975 (r),Q975,24,44.980461,34.740449,10.240011,45.057028,1.949616,19.596403,1.76724,7047545478216,2077317599232,20286281917440,2285098951416,98876134608,993845377536,89626844160,5071570479360,14141,14141
14142,9c8d4h4d,9844 (ss),9(84)4,24,44.979715,35.37371,9.606005,46.202642,0.924056,18.723169,0.97768,7176010507440,1948701190656,20286281917440,2343199565016,46864130160,949558720512,49583749632,5071570479360,14142,14142
14143,Tc9d5h2s,T952 (r),T952,24,44.979675,31.306908,13.672767,40.746749,1.776497,26.258974,2.173119,6351007716720,2773696008192,20286281917440,2066500110048,90096303024,1331742365184,110211277824,5071570479360,14143,14143
14144,6c4d2s2h,6422 (r),6422,12,44.978654,25.193297,19.785358,36.371596,0.716419,38.684895,1.771642,2555391600468,2006856725376,10143140958720,922305559704,18166836996,980965847616,44925030144,2535785239680,14144,14144
14145,AcKdQhTs,AKQT (r),AKQT,24,44.977882,44.977882,0,53.137183,2.279578,0,0,9124340021424,0,20286281917440,2694889668120,115610393184,0,0,5071570479360,14145,14145
14146,TdTc4h4c,TT44 (ss),(T4)T4,24,44.977579,44.977579,0,55.41399,0.223437,0,0,9124278482064,0,20286281917440,2810359538616,11331757416,0,0,5071570479360,14146,14146
14147,Jc9d6h3s,J963 (r),J963,24,44.975494,32.621689,12.353805,42.351989,1.862435,23.696949,2.021321,6617727836952,2506127666688,20286281917440,2147910952152,94454720616,1201807466496,102512733696,5071570479360,14147,14147
14148,QcThTd6s,QTT6 (r),QTT6,12,44.975189,44.975189,0,54.987155,0.906877,0,0,4561896836016,0,10143140958720,1394356149228,22996443060,0,0,2535785239680,14148,14148
14149,Qc6d2h2d,Q622 (ss),Q(62)2,24,44.974183,31.2659,13.708283,40.702661,0.451074,26.7096,1.41393,6342688603488,2780900860416,20286281917440,2064264139104,22876527144,1354596203520,71708453376,5071570479360,14149,14149
14150,Tc9d6h4s,T964 (r),T964,24,44.973097,33.036976,11.936121,43.433938,1.961597,22.861582,2.021321,6701974115760,2421395179008,20286281917440,2202782770872,99483774600,1159441222656,102512733696,5071570479360,14150,14150
14151,Jc9d7h6s,J976 (r),J976,24,44.970986,35.240608,9.730378,45.809864,2.043079,18.582565,1.756381,7149009118200,1973931816960,20286281917440,2323279558296,103616204856,942427860480,89076096000,5071570479360,14151,14151
14152,9c3h3d2c,9332 (ss),(92)33,12,44.969846,29.306387,15.663459,38.865886,0.402132,30.485555,1.682726,2972588115816,1588766744832,10143140958720,985555407168,10197208992,773048214528,42670315776,2535785239680,14152,14152
14153,KcQd7h7d,KQ77 (ss),K(Q7)7,24,44.969347,44.969347,0,54.268714,1.007146,0,0,9122608478544,0,20286281917440,2752276068864,51078102648,0,0,5071570479360,14153,14153
14154,KcQcJd9h,KQJ9 (ss),(KQ)J9,24,44.965688,44.965688,0,54.288368,2.095248,0,0,9121866226992,0,20286281917440,2753272824648,106261955688,0,0,5071570479360,14154,14154
14155,9c8d4h4c,9844 (ss),(94)84,24,44.965236,35.359232,9.606005,46.28271,0.925026,18.723169,0.97768,7173073433472,1948701190656,20286281917440,2347260265944,46913343816,949558720512,49583749632,5071570479360,14155,14155
14156,Qc9d6d6c,Q966 (ds),(Q6)(96),12,44.960414,44.960414,0,55.187717,0.884676,0,0,4560398129952,0,10143140958720,1399441980408,22433482968,0,0,2535785239680,14156,14156
14157,Jc9c8h8d,J988 (ss),(J9)88,12,44.959363,44.959363,0,54.951927,1.065862,0,0,4560291531144,0,10143140958720,1393462858464,27027971208,0,0,2535785239680,14157,14157
14158,KcJdTc3d,KJT3 (ds),(KT)(J3),12,44.956197,44.956197,0,54.066331,1.798249,0,0,4559970382608,0,10143140958720,1371006049224,45599736696,0,0,2535785239680,14158,14158
14159,KcJc7h7d,KJ77 (ss),(KJ)77,12,44.956104,44.956104,0,54.36516,1.068394,0,0,4559960963964,0,10143140958720,1378583691732,27092175576,0,0,2535785239680,14159,14159
14160,Tc9d8c6c,T986 (3s),(T86)9,12,44.955599,37.019416,7.936183,47.718584,1.882621,15.183098,1.378535,3754931588316,804978233088,10143140958720,1210040809536,47739235668,385010768640,34956695808,2535785239680,14160,14160
14161,Tc9c8c6d,T986 (3s),(T98)6,12,44.952408,37.016225,7.936183,47.806566,1.881338,15.183098,1.378535,3754607870940,804978233088,10143140958720,1212271852944,47706690504,385010768640,34956695808,2535785239680,14161,14161
14162,KcQdJc9h,KQJ9 (ss),(KJ)Q9,24,44.949424,44.949424,0,54.267445,2.09886,0,0,9118566805968,0,20286281917440,2752211745720,106445177496,0,0,5071570479360,14162,14162
14163,Kc8d4h4c,K844 (ss),(K4)84,24,44.949098,35.343093,9.606005,46.323458,0.570074,18.723169,0.97768,7169799520896,1948701190656,20286281917440,2349326829144,28911726456,949558720512,49583749632,5071570479360,14163,14163
14164,Qc9c8c4d,Q984 (3s),(Q98)4,12,44.946514,36.281915,8.664599,46.387784,1.680346,16.635253,1.38789,3680125814928,878862498048,10143140958720,1176294578400,42609964776,421834291200,35193915648,2535785239680,14164,14164
14165,Ac7h7d7c,A777 (ss),(A7)77,12,44.943059,32.785795,12.157265,42.616944,0.031712,23.989273,0.650512,3325509367584,1233128486400,10143140958720,1080674187276,804136248,608316454656,16495577088,2535785239680,14165,14165
14166,Tc9c8d5h,T985 (ss),(T9)85,24,44.938017,36.603755,8.334262,47.322657,1.772772,15.975514,1.386019,7425540861480,1690711881216,20286281917440,2400001906704,89907357672,810209468928,70292943360,5071570479360,14166,14166
14167,Jc9d9c7h,J997 (ss),(J9)97,24,44.937124,44.937124,0,55.845224,0.853081,0,0,9116071699800,0,20286281917440,2832229904568,43264606584,0,0,5071570479360,14167,14167
14168,Tc9d8d5h,T985 (ss),T(98)5,24,44.935689,36.601427,8.334262,47.222249,1.774444,15.975514,1.386019,7425068744736,1690711881216,20286281917440,2394909627672,89992156944,810209468928,70292943360,5071570479360,14168,14168
14169,Qc6c2h2d,Q622 (ss),(Q6)22,12,44.934685,31.226403,13.708283,40.778206,0.457504,26.7096,1.41393,3167338058916,1390450430208,10143140958720,1034047725096,11601315612,677298101760,35854226688,2535785239680,14169,14169
14170,Qc9d8c4c,Q984 (3s),(Q84)9,12,44.934542,36.269943,8.664599,46.257171,1.683472,16.635253,1.38789,3678911431428,878862498048,10143140958720,1172982502248,42689238408,421834291200,35193915648,2535785239680,14170,14170
14171,Kc9c8d2c,K982 (3s),(K92)8,12,44.933899,35.65882,9.275078,45.717745,1.617107,17.856212,1.38789,3616924396968,940784279808,10143140958720,1159303826616,41006366520,452795182080,35193915648,2535785239680,14171,14171
14172,Jc5c2d2c,J522 (3s),(J52)2,12,44.933377,30.413106,14.520272,40.196486,0.493813,28.279583,1.52192,3084844174740,1472811613440,10143140958720,1019296548324,12522031500,717109495296,38592622848,2535785239680,14172,14172
14173,Tc6d2h2c,T622 (ss),(T2)62,24,44.932618,31.224336,13.708283,41.228738,0.533354,26.7096,1.41393,6334256798520,2780900860416,20286281917440,2090944529352,27049446984,1354596203520,71708453376,5071570479360,14173,14173
14174,Qc9c8d3c,Q983 (3s),(Q93)8,12,44.931181,35.961342,8.969839,45.897715,1.664594,17.245732,1.38789,3647609631876,909823388928,10143140958720,1163867491020,42210537372,437314736640,35193915648,2535785239680,14174,14174
14175,Tc9d8d6d,T986 (3s),T(986),12,44.930879,36.994696,7.936183,47.68137,1.883186,15.183098,1.378535,3752424126876,804978233088,10143140958720,1209097148460,47753556000,385010768640,34956695808,2535785239680,14175,14175
14176,KcQcJcTd,KQJT (3s),(KQJ)T,12,44.930028,44.930028,0,54.094268,2.198294,0,0,4557316053360,0,10143140958720,1371714471924,55744023936,0,0,2535785239680,14176,14176
14177,Jc6h6d3s,J663 (r),J663,12,44.928904,32.078522,12.850382,42.474976,0.497652,24.993846,1.413836,3253769713608,1303432346880,10143140958720,1077074165352,12619379940,633790248960,35851848960,2535785239680,14177,14177
14178,9c4c3d3c,9433 (3s),(943)3,12,44.927968,30.295891,14.632077,40.641993,0.538497,28.46384,1.600629,3072954900240,1484152236288,10143140958720,1030593666408,13655118756,721781856768,40588522752,2535785239680,14178,14178
14179,KcJdTh8c,KJT8 (ss),(K8)JT,24,44.927228,44.927228,0,53.785627,2.119918,0,0,9114064229664,0,20286281917440,2727775968120,107513136312,0,0,5071570479360,14179,14179
14180,Jc9d8h4h,J984 (ss),J9(84),24,44.926117,36.261518,8.664599,46.266451,1.695446,16.635253,1.38789,7356113704512,1757724996096,20286281917440,2346435663168,85985726520,843668582400,70387831296,5071570479360,14180,14180
14181,Tc7d3h2s,T732 (r),T732,24,44.925386,25.430526,19.49486,35.399392,1.313683,37.676179,2.627083,5158908098280,3954782280768,20286281917440,1795305133608,66624353616,1910773959744,133234361280,5071570479360,14181,14181
14182,Jc9d8h4d,J984 (ss),J(94)8,24,44.925275,36.260676,8.664599,46.349331,1.692051,16.635253,1.38789,7355942942928,1757724996096,20286281917440,2350638990072,85813536792,843668582400,70387831296,5071570479360,14182,14182
14183,KcQdTd3c,KQT3 (ds),(K3)(QT),12,44.923238,44.923238,0,53.762049,1.766481,0,0,4556627402592,0,10143140958720,1363290098628,44794152432,0,0,2535785239680,14183,14183
14184,9c5d4h3s,9543 (r),9543,24,44.922172,24.874088,20.048084,36.49768,1.426805,38.815437,2.561464,5046027522456,4067010884544,20286281917440,1851005541192,72361425936,1968552228288,129906427968,5071570479360,14184,14184
14185,Kc9d8c3c,K983 (3s),(K83)9,12,44.919439,35.9496,8.969839,46.03547,1.634018,17.245732,1.38789,3646418607468,909823388928,10143140958720,1167360655056,41435197836,437314736640,35193915648,2535785239680,14185,14185
14186,KcQcTd4d,KQT4 (ds),(KQ)(T4),12,44.918073,44.918073,0,53.834801,1.776965,0,0,4556103479016,0,10143140958720,1365134949684,45060021108,0,0,2535785239680,14186,14186
14187,9c7d6h4s,9764 (r),9764,24,44.917389,28.492006,16.425383,40.867637,1.720008,31.706017,2.289497,5779968623136,3332099488704,20286281917440,2072631022032,87231396864,1607993004864,116113478976,5071570479360,14187,14187
14188,AcKd9s9h,AK99 (r),AK99,12,44.916262,44.916262,0,54.972242,1.065539,0,0,4555919728200,0,10143140958720,1393977996804,27019774200,0,0,2535785239680,14188,14188
14189,Jc6c3d3c,J633 (3s),(J63)3,12,44.915136,31.683115,13.232021,41.972257,0.533634,25.757078,1.41393,3213662974596,1342142586624,10143140958720,1064326289268,13531801392,653144179968,35854226688,2535785239680,14189,14189
14190,KcQcJdTc,KQJT (3s),(KQT)J,12,44.914905,44.914905,0,54.074843,2.198094,0,0,4555782160704,0,10143140958720,1371221889708,55738938768,0,0,2535785239680,14190,14190
14191,JcTd9d8c,JT98 (ds),(J8)(T9),12,44.914066,44.914066,0,54.802398,1.933537,0,0,4555697024784,0,10143140958720,1389671113284,49030348260,0,0,2535785239680,14191,14191
14192,Kc9c8c3d,K983 (3s),(K98)3,12,44.913307,35.943468,8.969839,46.155116,1.631829,17.245732,1.38789,3645796647408,909823388928,10143140958720,1170394607076,41379678600,437314736640,35193915648,2535785239680,14192,14192
14193,Tc7c3d3c,T733 (3s),(T73)3,12,44.911876,32.921615,11.990261,43.293494,0.720729,23.360698,1.23965,3339285814500,1216189122816,10143140958720,1097830034520,18276139164,592377136128,31434850560,2535785239680,14193,14193
14194,KcQdTc3d,KQT3 (ds),(KT)(Q3),12,44.907756,44.907756,0,53.754529,1.766463,0,0,4555056968952,0,10143140958720,1363099423980,44793714312,0,0,2535785239680,14194,14194
14195,Tc5d3h2s,T532 (r),T532,24,44.907637,23.737265,21.170371,34.016399,1.192972,41.009935,2.661616,4815408592248,4294681195584,20286281917440,1725165625008,60502405680,2079847733568,134985728448,5071570479360,14195,14195
14196,6c5d4h3s,6543 (r),6543,24,44.907502,23.051678,21.855824,36.603683,1.53075,42.436414,2.550467,4676328467328,4433734036608,20286281917440,1856381591880,77633053968,2152192649088,129348738432,5071570479360,14196,14196
14197,JcTd9c8d,JT98 (ds),(J9)(T8),12,44.907217,44.907217,0,54.801965,1.933537,0,0,4555002325200,0,10143140958720,1389660131760,49030347492,0,0,2535785239680,14197,14197
14198,QcJd7h2s,QJ72 (r),QJ72,24,44.904844,33.496907,11.407937,41.186569,1.698472,21.930897,1.769955,6795276988944,2314246351872,20286281917440,2088805858920,86139205440,1112240910336,89764531200,5071570479360,14198,14198
14199,KcQdJcTc,KQJT (3s),(KJT)Q,12,44.90343,44.90343,0,54.059915,2.201893,0,0,4554618240960,0,10143140958720,1370843352288,55835272608,0,0,2535785239680,14199,14199
14200,KcQd4d4c,KQ44 (ds),(K4)(Q4),12,44.903009,44.903009,0,54.249837,0.904933,0,0,4554575464224,0,10143140958720,1375659359460,22947163728,0,0,2535785239680,14200,14200
14201,Jc8d7h2s,J872 (r),J872,24,44.902711,30.042538,14.860174,40.390494,1.623665,28.669343,2.102008,6094513915248,3014576715072,20286281917440,2048432385672,82345299912,1453985952576,106604809920,5071570479360,14201,14201
14202,KcQd8h4s,KQ84 (r),KQ84,24,44.90069,36.236091,8.664599,45.377037,1.920825,16.635253,1.38789,7350955659096,1757724996096,20286281917440,2301328394520,97416014712,843668582400,70387831296,5071570479360,14202,14202
14203,Jc5d4s4h,J544 (r),J544,12,44.900474,31.387211,13.513263,42.269897,0.777229,26.265565,1.52192,3183649070556,1370669275392,10143140958720,1071873798732,19708852008,666038326272,38592622848,2535785239680,14203,14203
14204,KcJcTd8h,KJT8 (ss),(KJ)T8,24,44.899788,44.899788,0,53.879141,2.116495,0,0,9108497529216,0,20286281917440,2732518613280,107339539320,0,0,5071570479360,14204,14204
14205,TdTc7s7h,TT77 (r),TT77,6,44.896523,44.896523,0,54.865078,0.393153,0,0,2276958808824,0,5071570479360,695630278080,4984753752,0,0,1267892619840,14205,14205
14206,Tc3c2h2d,T322 (ss),(T3)22,12,44.896185,29.232726,15.663459,38.628403,0.43598,30.485555,1.682726,2965116572748,1588766744832,10143140958720,979533330924,11055520620,773048214528,42670315776,2535785239680,14206,14206
14207,Tc9c8d6c,T986 (3s),(T96)8,12,44.896151,36.959968,7.936183,47.720237,1.880595,15.183098,1.378535,3748901693052,804978233088,10143140958720,1210082729808,47687857416,385010768640,34956695808,2535785239680,14207,14207
14208,Tc9d8c2h,T982 (ss),(T8)92,24,44.895789,35.620711,9.275078,45.696822,1.688139,17.856212,1.38789,7226117810040,1881568559616,20286281917440,2317546512696,85615162680,905590364160,70387831296,5071570479360,14208,14208
14209,Kc9c8c5c,K985 (m),(K985),4,44.895576,36.561314,8.334262,47.299378,1.767313,15.975514,1.386019,1236155206716,281785313536,3381046986240,399803546572,14938418712,135034911488,11715490560,845261746560,14209,14209
14210,Tc9d8h5c,T985 (ss),(T5)98,24,44.893018,36.558756,8.334262,47.157745,1.773678,15.975514,1.386019,7416412408248,1690711881216,20286281917440,2391638269968,89953353720,810209468928,70292943360,5071570479360,14210,14210
14211,Jc7d3h2s,J732 (r),J732,24,44.892785,25.397925,19.49486,34.901412,1.216014,37.676179,2.627083,5152294651944,3954782280768,20286281917440,1770049712184,61670984424,1910773959744,133234361280,5071570479360,14211,14211
14212,KcQdJh9c,KQJ9 (ss),(K9)QJ,24,44.892205,44.892205,0,54.191957,2.098859,0,0,9106959282000,0,20286281917440,2748383274552,106445098296,0,0,5071570479360,14212,14212
14213,Qc9d8d2d,Q982 (3s),Q(982),12,44.891788,35.61671,9.275078,45.287653,1.655662,17.856212,1.38789,3612653056104,940784279808,10143140958720,1148397620376,41984032920,452795182080,35193915648,2535785239680,14213,14213
14214,Qc4h4d2s,Q442 (r),Q442,12,44.890632,29.92861,14.962022,39.362794,0.45068,29.123729,1.600629,3035701120704,1517618959104,10143140958720,998155918932,11428267608,738515218176,40588522752,2535785239680,14214,14214
14215,KcQdTh8h,KQT8 (ss),KQ(T8),24,44.888983,44.888983,0,53.557895,2.145989,0,0,9106305620760,0,20286281917440,2716226374680,108835349808,0,0,5071570479360,14215,14215
14216,JcTd8h4s,JT84 (r),JT84,24,44.888106,36.223507,8.664599,45.55829,2.09282,16.635253,1.38789,7348402738560,1757724996096,20286281917440,2310520802976,106138858656,843668582400,70387831296,5071570479360,14216,14216
14217,9c6d2h2d,9622 (ss),9(62)2,24,44.887845,31.179562,13.708283,41.533463,0.656058,26.7096,1.41393,6325173930672,2780900860416,20286281917440,2106398836536,33272458872,1354596203520,71708453376,5071570479360,14217,14217
14218,KcJd9d5c,KJ95 (ds),(K5)(J9),12,44.885856,44.885856,0,54.492459,1.8033,0,0,4552835603112,0,10143140958720,1381811722320,45727808520,0,0,2535785239680,14218,14218
14219,KcJdTc8h,KJT8 (ss),(KT)J8,24,44.884624,44.884624,0,53.858954,2.11894,0,0,9105421359840,0,20286281917440,2731494820704,107463560088,0,0,5071570479360,14219,14219
14220,9c7d3h2s,9732 (r),9732,24,44.881875,25.387015,19.49486,35.879741,1.416407,37.676179,2.627083,5150081378208,3954782280768,20286281917440,1819666346520,71834062992,1910773959744,133234361280,5071570479360,14220,14220
14221,8c6d5h4s,8654 (r),8654,24,44.879673,25.962437,18.917236,40.169795,1.715635,36.60069,2.467565,5266813135392,3837603855744,20286281917440,2037239439792,87009653448,1856229775776,125144304192,5071570479360,14221,14221
14222,KcThTd6s,KTT6 (r),KTT6,12,44.878842,44.878842,0,54.894537,0.809464,0,0,4552124179416,0,10143140958720,1392007555416,20526263772,0,0,2535785239680,14222,14222
14223,QcTd9d7c,QT97 (ds),(Q7)(T9),12,44.878363,44.878363,0,54.80738,1.882345,0,0,4552075627512,0,10143140958720,1389797454468,47732227812,0,0,2535785239680,14223,14223
14224,Jc9c7c2c,J972 (m),(J972),4,44.87691,33.468973,11.407937,42.877812,1.579506,21.930897,1.769955,1131601699304,385707725312,3381046986240,362429742544,13350960564,185373485056,14960755200,845261746560,14224,14224
14225,Tc6d5h2s,T652 (r),T652,24,44.875594,25.762826,19.112769,37.143071,1.423626,37.017358,2.416359,5226319460856,3877270124352,20286281917440,1883737010856,72200173944,1877361375936,122547372480,5071570479360,14225,14225
14226,KcJdTd9h,KJT9 (ss),K(JT)9,24,44.874705,44.874705,0,54.582519,2.20659,0,0,9103409082360,0,20286281917440,2768190921936,111908768880,0,0,5071570479360,14226,14226
14227,Qc7d4h2s,Q742 (r),Q742,24,44.871367,25.98937,18.881997,36.292829,1.306697,36.500528,2.52693,5272276869192,3830455072704,20286281917440,1840616402952,66270059496,1851150005952,128155060800,5071570479360,14227,14227
14228,Kc9d8c4c,K984 (3s),(K84)9,12,44.870696,36.206097,8.664599,46.427937,1.649911,16.635253,1.38789,3672435430968,878862498048,10143140958720,1177312782768,41838190464,421834291200,35193915648,2535785239680,14228,14228
14229,Qc9c8d4c,Q984 (3s),(Q94)8,12,44.869239,36.20464,8.664599,46.265784,1.68007,16.635253,1.38789,3672287648400,878862498048,10143140958720,1173200923440,42602972352,421834291200,35193915648,2535785239680,14229,14229
14230,Tc9d7h6s,T976 (r),T976,24,44.865697,35.13532,9.730378,45.766307,2.087046,18.582565,1.756381,7127649992304,1973931816960,20286281917440,2321070532848,105846021048,942427860480,89076096000,5071570479360,14230,14230
14231,QcTd9c7d,QT97 (ds),(Q9)(T7),12,44.864497,44.864497,0,54.807018,1.882393,0,0,4550669191512,0,10143140958720,1389788267964,47733451356,0,0,2535785239680,14231,14231
14232,Jc9h9d7d,J997 (ss),J(97)9,24,44.864215,44.864215,0,55.606483,0.851961,0,0,9101281088208,0,20286281917440,2820121963344,43207809648,0,0,5071570479360,14232,14232
14233,JcTd7h7c,JT77 (ss),(J7)T7,24,44.856661,44.856661,0,54.392032,1.167389,0,0,9099748688568,0,20286281917440,2758530213912,59204962632,0,0,5071570479360,14233,14233
14234,Kc9c8d3c,K983 (3s),(K93)8,12,44.855872,35.886034,8.969839,46.05952,1.631282,17.245732,1.38789,3639970982244,909823388928,10143140958720,1167970506060,41365798188,437314736640,35193915648,2535785239680,14234,14234
14235,9c5h5d3s,9553 (r),9553,12,44.855776,31.030965,13.824811,42.133867,0.681021,26.888662,1.52192,3147514500252,1402270065408,10143140958720,1068424370760,17269233084,681838721280,38592622848,2535785239680,14235,14235
14236,Jc9d6h4s,J964 (r),J964,24,44.854479,32.918358,11.936121,42.814067,1.893231,22.861582,2.021321,6677910822168,2421395179008,20286281917440,2171345583696,96016558104,1159441222656,102512733696,5071570479360,14236,14236
14237,KcJd9c5d,KJ95 (ds),(K9)(J5),12,44.853752,44.853752,0,54.474626,1.803163,0,0,4549579274952,0,10143140958720,1381359536832,45724350444,0,0,2535785239680,14237,14237
14238,KcJcTd3d,KJT3 (ds),(KJ)(T3),12,44.853565,44.853565,0,53.937665,1.798288,0,0,4549560289176,0,10143140958720,1367743338900,45600731772,0,0,2535785239680,14238,14238
14239,Kc9c8c4d,K984 (3s),(K98)4,12,44.853102,36.188503,8.664599,46.530689,1.647323,16.635253,1.38789,3670650858036,878862498048,10143140958720,1179918338232,41772578940,421834291200,35193915648,2535785239680,14239,14239
14240,Jc9d9c8c,J998 (3s),(J98)9,12,44.846412,44.846412,0,55.473974,0.924664,0,0,4548834779052,0,10143140958720,1406700852780,23447499216,0,0,2535785239680,14240,14240
14241,KcJdTh9d,KJT9 (ss),K(J9)T,24,44.842697,44.842697,0,54.539585,2.206962,0,0,9096915883104,0,20286281917440,2766013496376,111927613968,0,0,5071570479360,14241,14241
14242,Tc9c8d2h,T982 (ss),(T9)82,24,44.840796,35.565717,9.275078,45.71221,1.68499,17.856212,1.38789,7214961650640,1881568559616,20286281917440,2318326947192,85455471312,905590364160,70387831296,5071570479360,14242,14242
14243,JcTc9d8d,JT98 (ds),(JT)(98),12,44.839507,44.839507,0,54.713045,1.933431,0,0,4548134388024,0,10143140958720,1387405312080,49027649064,0,0,2535785239680,14243,14243
14244,Tc9d8h5h,T985 (ss),T9(85),24,44.836966,36.502704,8.334262,46.989044,1.775386,15.975514,1.386019,7405041464760,1690711881216,20286281917440,2383082493672,90039945648,810209468928,70292943360,5071570479360,14244,14244
14245,Tc9d8d2h,T982 (ss),T(98)2,24,44.83638,35.561302,9.275078,45.608666,1.687346,17.856212,1.38789,7214065910904,1881568559616,20286281917440,2313075665184,85574960496,905590364160,70387831296,5071570479360,14245,14245
14246,KhKdKc8c,KKK8 (ss),(K8)KK,12,44.836198,44.836198,0,55.400877,0.007022,0,0,4547798763360,0,10143140958720,1404847266192,178072776,0,0,2535785239680,14246,14246
14247,Tc9d8h5d,T985 (ss),T(95)8,24,44.835317,36.501055,8.334262,47.069683,1.773127,15.975514,1.386019,7404706934808,1690711881216,20286281917440,2387172135696,89925365856,810209468928,70292943360,5071570479360,14247,14247
14248,Tc9h9d7d,T997 (ss),T(97)9,24,44.834754,44.834754,0,55.745513,0.913306,0,0,9095304626808,0,20286281917440,2827172998080,46318939248,0,0,5071570479360,14248,14248
